policy,max_P,utility,inertia,reliability
"{'length': 3, 'rbfs': [{'center': 0.41368239792990513, 'radius': 1.7582494888036546, 'weight': 0.5109126982497103}, {'center': 0.965252625348303, 'radius': 1.879156359620261, 'weight': 0.1136453473479848}, {'center': 0.7662979170452832, 'radius': 1.5966408202560842, 'weight': 0.37544195440230493}]}",0.19925048619822852,0.4845879937048351,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.3957490294206844, 'radius': 1.7935815085667264, 'weight': 0.591420641951034}, {'center': 0.6079353280431347, 'radius': 1.9998792086766795, 'weight': 0.0018344155772183764}, {'center': 0.7780018325386894, 'radius': 1.5311271388286518, 'weight': 0.40674494247174764}]}",0.18530860589538933,0.4635865085340114,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.45493916641888105, 'radius': 1.8901881401243399, 'weight': 0.3999332163130703}, {'center': 0.9143984858334999, 'radius': 1.7675645000960187, 'weight': 0.3574576572327751}, {'center': 0.668853225978054, 'radius': 1.8157871405499344, 'weight': 0.24260912645415456}]}",0.21951034479148407,0.5048171063031366,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.3451376653226411, 'radius': 0.4812691502873048, 'weight': 0.396318603225741}, {'center': 0.6456462151352577, 'radius': 1.7118945199017523, 'weight': 0.17868877611802442}, {'center': 0.28570404909428493, 'radius': 1.6394669138027713, 'weight': 0.42499262065623455}]}",0.1698473516112519,0.4517769899448086,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.41368239792990513, 'radius': 1.7582494888036546, 'weight': 0.4940270368794954}, {'center': 0.965252625348303, 'radius': 1.879156359620261, 'weight': 0.14293936288110692}, {'center': 0.7662979170452832, 'radius': 1.5977491489751694, 'weight': 0.3630336002393977}]}",0.2067670341095798,0.4933980206905543,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.5435028295285512, 'radius': 1.2691499090425349, 'weight': 0.4976318426869873}, {'center': 0.5184431796650273, 'radius': 1.5668750259300794, 'weight': 0.09514636550981845}, {'center': 0.26148325783495974, 'radius': 0.494871728648522, 'weight': 0.40722179180319434}]}",0.1496227627711516,0.40333538715638173,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.4091773114540986, 'radius': 0.7441118201863053, 'weight': 0.2699986395309908}, {'center': 0.26996956756475154, 'radius': 1.9390160530534768, 'weight': 0.00917088259115594}, {'center': 0.2349575297430313, 'radius': 1.723234116573348, 'weight': 0.7208304778778533}]}",0.11984528014557064,0.3026519555596227,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.3582566744702812, 'radius': 0.4812691502873048, 'weight': 0.39866227450366076}, {'center': 0.6456462151352577, 'radius': 1.7118945199017523, 'weight': 0.17799505298109788}, {'center': 0.28527790959196636, 'radius': 1.7284250294954493, 'weight': 0.4233426725152415}]}",0.17972022852875022,0.4703219488922449,0.9696969696969697,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.34870296564050435, 'radius': 1.868249922973457, 'weight': 0.3939215612164018}, {'center': 0.9272876254852862, 'radius': 1.7628442632041972, 'weight': 0.3520844797639039}, {'center': 0.7632117114263639, 'radius': 1.959169972162498, 'weight': 0.25399395901969435}]}",0.23555959879786556,0.5146293601650983,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.3525888683095574, 'radius': 1.894426889750521, 'weight': 0.37397853501165884}, {'center': 0.5113599537230534, 'radius': 1.4161664707483816, 'weight': 0.07741713436242034}, {'center': 0.26248207082403563, 'radius': 0.4327926538062381, 'weight': 0.5486043306259208}]}",0.12997580241251563,0.3479941360193449,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.3427766976325693, 'radius': 0.3832141072495495, 'weight': 0.4741350387015876}, {'center': 0.13975695723371984, 'radius': 1.9178656360999937, 'weight': 0.5258606350351414}, {'center': 0.11330217937988335, 'radius': 1.367632174189683, 'weight': 4.326263271066457e-06}]}",0.19848444754881034,0.5009671483225886,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.3967633265214374, 'radius': 1.8527458914153363, 'weight': 0.39026178062827743}, {'center': 0.9982050818554279, 'radius': 1.4161664707483816, 'weight': 0.040069282345164596}, {'center': 0.26248207082403563, 'radius': 0.4327926538062381, 'weight': 0.5696689370265581}]}",0.14710161262037058,0.3963253577554454,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.533436073464308, 'radius': 0.9807464956390499, 'weight': 0.3074740538826284}, {'center': 0.22958380102934178, 'radius': 1.8266079013014573, 'weight': 0.22984989641092493}, {'center': 0.3335379396110492, 'radius': 1.6631524645201974, 'weight': 0.46267604970644666}]}",0.14364862174566528,0.3749531357056136,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.3531350331736771, 'radius': 0.6747764396673619, 'weight': 0.9024253949086932}, {'center': 0.46403560300408153, 'radius': 1.7738128761168337, 'weight': 0.04338659354977898}, {'center': 0.14436572019005067, 'radius': 0.6917661785443264, 'weight': 0.05418801154152782}]}",0.15835531841733794,0.42666715527561966,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.5445557402036211, 'radius': 1.8903188639383752, 'weight': 0.2832523556685274}, {'center': 0.12258706619477766, 'radius': 1.7788775381654205, 'weight': 0.20698929106910272}, {'center': 0.48279022217649753, 'radius': 1.1462679673358138, 'weight': 0.5097583532623698}]}",0.12981409265072902,0.33350270643525043,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.3525888683095574, 'radius': 1.8683381193901052, 'weight': 0.4639939110741304}, {'center': 0.5113599537230534, 'radius': 1.5742331815063442, 'weight': 0.0963793979395863}, {'center': 0.26247263093836326, 'radius': 0.36354936285445993, 'weight': 0.43962669098628326}]}",0.13881913928500045,0.3780866302206698,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.34870296564050435, 'radius': 1.319878326689452, 'weight': 0.3973666433497277}, {'center': 0.8168561247024593, 'radius': 1.7628442632041972, 'weight': 0.35516367133420135}, {'center': 0.7608209315407978, 'radius': 1.959169972162498, 'weight': 0.24746968531607103}]}",0.17947662949775034,0.4529596862339197,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.3555086977384223, 'radius': 0.7152848393226665, 'weight': 0.25796836187136907}, {'center': 0.6425592509758933, 'radius': 1.90786285081914, 'weight': 1.401719542089865e-06}, {'center': 0.21642166316383432, 'radius': 1.8283175254558472, 'weight': 0.7420302364090888}]}",0.0997271834210143,0.22433604299542118,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.5445557402036211, 'radius': 1.4774467246193004, 'weight': 0.28935629823300424}, {'center': 0.12258706619477766, 'radius': 1.7768581784339326, 'weight': 0.205226535719797}, {'center': 0.48279022217649753, 'radius': 1.1458612931539045, 'weight': 0.5054171660471988}]}",0.13983216790028474,0.3645380426607536,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.34372339649393924, 'radius': 0.37033532127686825, 'weight': 0.48602952925915827}, {'center': 0.5184431796650273, 'radius': 1.5319996608477353, 'weight': 0.11497814969544727}, {'center': 0.26148325783495974, 'radius': 0.494871728648522, 'weight': 0.39899232104539445}]}",0.20752221651346212,0.5114071741407024,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.7631707088524639, 'radius': 1.2691499090425349, 'weight': 0.4976318426869873}, {'center': 0.5184431796650273, 'radius': 1.5668750259300794, 'weight': 0.09514636550981845}, {'center': 0.26148325783495974, 'radius': 0.494871728648522, 'weight': 0.40722179180319434}]}",0.693459254372882,0.563250086697879,0.9696969696969697,0.9794000000000005
"{'length': 3, 'rbfs': [{'center': 0.6188854715911796, 'radius': 1.323322134234567, 'weight': 0.4363024623119772}, {'center': 0.8193600406600083, 'radius': 1.950361957502795, 'weight': 0.14647810711804138}, {'center': 0.3749854560670796, 'radius': 1.8210847090359792, 'weight': 0.4172194305699814}]}",0.16907743304002049,0.435643389351943,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.6018812724147654, 'radius': 1.3068969971557245, 'weight': 0.44348507141560056}, {'center': 0.7601325430161422, 'radius': 1.9308724875957912, 'weight': 0.13706498841177017}, {'center': 0.37054979103663294, 'radius': 1.8140847816247958, 'weight': 0.4194499401726292}]}",0.15922526871686346,0.4138866639144152,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.3525888683095574, 'radius': 1.7562129339063197, 'weight': 0.37400708407247046}, {'center': 0.5113599537230534, 'radius': 1.4161664707483816, 'weight': 0.07734670552260994}, {'center': 0.23326601647253345, 'radius': 0.38984179672241664, 'weight': 0.5486462104049196}]}",0.1199835480805051,0.31394436023032224,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.4336230465272678, 'radius': 0.5880208298816448, 'weight': 0.7073700145537927}, {'center': -0.21144032066413507, 'radius': 1.9463849475878843, 'weight': 1.166524242071765e-06}, {'center': -0.07663524016874154, 'radius': 1.7518011490341163, 'weight': 0.2926288189219652}]}",0.24219272251629836,0.5325799914540452,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.33196324920710657, 'radius': 0.3832141072495495, 'weight': 0.46858670822208526}, {'center': 0.05358136800472857, 'radius': 1.9178656360999937, 'weight': 0.5314089198688218}, {'center': 0.11330217937988335, 'radius': 1.547123380884179, 'weight': 4.371909092970891e-06}]}",0.18858469582322723,0.48618655117905346,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.3427766976325693, 'radius': 0.3832141072495495, 'weight': 0.7844433767911572}, {'center': 0.07178326079766095, 'radius': 1.9179492447458375, 'weight': 0.2155548498358849}, {'center': 0.3620231938494957, 'radius': 1.367632174189683, 'weight': 1.7733729578045251e-06}]}",0.21969071722261985,0.5216526586017161,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.17818290569960815, 'radius': 0.3150505859904504, 'weight': 0.3579892777142747}, {'center': 0.5316567678883584, 'radius': 1.5893577096719194, 'weight': 0.08148055302455288}, {'center': 0.35565342555223783, 'radius': 1.2926932556499395, 'weight': 0.5605301692611724}]}",0.09942584379880202,0.23283512757548963,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.24454367893172796, 'radius': 1.7885239465015064, 'weight': 1.562116361804571e-06}, {'center': 0.6014438980675532, 'radius': 1.7553655322890256, 'weight': 0.004392179111404511}, {'center': 0.36171854031623646, 'radius': 1.0445693539265892, 'weight': 0.9956062587722337}]}",0.10973420701979018,0.26457026201144046,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.2338966974884884, 'radius': 0.5183537831555016, 'weight': 0.8542876586231378}, {'center': -0.2096513908638099, 'radius': 1.7688518715912986, 'weight': 0.0005119129812181483}, {'center': 0.4815978066987455, 'radius': 1.511108774257881, 'weight': 0.1452004283956441}]}",0.10943857465567712,0.2754898823424089,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.3773693310449742, 'radius': 0.5064848449401613, 'weight': 0.3821600741344875}, {'center': 0.5814866461582404, 'radius': 1.790755089408034, 'weight': 0.0313576958944091}, {'center': 0.12919637563457076, 'radius': 1.9472946564525306, 'weight': 0.5864822299711034}]}",0.17735015711451396,0.46646983853686225,0.9797979797979798,1.0000000000000007
